Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OA","Annual population","244","Samoa","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","196.129","X","International reliable sources",""
"OA","Annual population","192","San Marino","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","33.671","X","International reliable sources",""
"OA","Annual population","192","San Marino","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","33.785","X","International reliable sources",""
"OA","Annual population","193","Sao Tome and Principe","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","207.089","X","International reliable sources",""
"OA","Annual population","193","Sao Tome and Principe","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","211.028","X","International reliable sources",""
"OA","Annual population","194","Saudi Arabia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","33101.179","X","International reliable sources",""
"OA","Annual population","194","Saudi Arabia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","33702.756","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","15419.355","X","International reliable sources",""
"OA","Annual population","195","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","15854.323","X","International reliable sources",""
"OA","Annual population","272","Serbia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","8829.628","X","International reliable sources",""
"OA","Annual population","272","Serbia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","8802.754","X","International reliable sources",""
"OA","Annual population","196","Seychelles","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","96.418","X","International reliable sources",""
"OA","Annual population","196","Seychelles","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","97.096","X","International reliable sources",""
"OA","Annual population","197","Sierra Leone","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","7488.423","X","International reliable sources",""
"OA","Annual population","197","Sierra Leone","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","7650.15","X","International reliable sources",""
"OA","Annual population","200","Singapore","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","5708.041","X","International reliable sources",""
"OA","Annual population","200","Singapore","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","5757.499","X","International reliable sources",""
"OA","Annual population","280","Sint Maarten (Dutch part)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","41.444","X","International reliable sources",""
"OA","Annual population","280","Sint Maarten (Dutch part)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","41.94","X","International reliable sources",""
"OA","Annual population","199","Slovakia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","5447.9","X","International reliable sources",""
"OA","Annual population","199","Slovakia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","5453.014","X","International reliable sources",""
"OA","Annual population","198","Slovenia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","2076.394","X","International reliable sources",""
"OA","Annual population","198","Slovenia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","2077.837","X","International reliable sources",""
"OA","Annual population","25","Solomon Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","636.039","X","International reliable sources",""
"OA","Annual population","25","Solomon Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","652.857","X","International reliable sources",""
"OA","Annual population","201","Somalia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","14589.179","X","International reliable sources",""
"OA","Annual population","201","Somalia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","15008.226","X","International reliable sources",""
"OA","Annual population","202","South Africa","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","57009.756","X","International reliable sources",""
"OA","Annual population","202","South Africa","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","57792.518","X","International reliable sources",""
"OA","Annual population","277","South Sudan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","10910.763","X","International reliable sources",""
"OA","Annual population","277","South Sudan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","10975.927","X","International reliable sources",""
"OA","Annual population","203","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","46647.428","X","International reliable sources",""
"OA","Annual population","203","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","46692.858","X","International reliable sources",""
"OA","Annual population","38","Sri Lanka","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","21128.032","X","International reliable sources",""
"OA","Annual population","38","Sri Lanka","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","21228.763","X","International reliable sources",""
"OA","Annual population","276","Sudan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","40813.397","X","International reliable sources",""
"OA","Annual population","276","Sudan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","41801.533","X","International reliable sources",""
"OA","Annual population","207","Suriname","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","570.496","X","International reliable sources",""
"OA","Annual population","207","Suriname","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","575.99","X","International reliable sources",""
"OA","Annual population","210","Sweden","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","9904.896","X","International reliable sources",""
"OA","Annual population","210","Sweden","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","9971.638","X","International reliable sources",""
"OA","Annual population","211","Switzerland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","8455.804","X","International reliable sources",""
"OA","Annual population","211","Switzerland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","8525.611","X","International reliable sources",""
"OA","Annual population","212","Syrian Arab Republic","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","17095.678","X","International reliable sources",""
"OA","Annual population","212","Syrian Arab Republic","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","16945.057","X","International reliable sources",""
"OA","Annual population","208","Tajikistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","8880.268","X","International reliable sources",""
"OA","Annual population","208","Tajikistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","9100.835","X","International reliable sources",""
"OA","Annual population","216","Thailand","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","69209.81","X","International reliable sources",""
"OA","Annual population","216","Thailand","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","69428.453","X","International reliable sources",""
"OA","Annual population","176","Timor-Leste","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","1243.258","X","International reliable sources",""
"OA","Annual population","176","Timor-Leste","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","1267.974","X","International reliable sources",""
"OA","Annual population","217","Togo","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","7698.474","X","International reliable sources",""
"OA","Annual population","217","Togo","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","7889.093","X","International reliable sources",""
"OA","Annual population","218","Tokelau","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","1.3","X","International reliable sources","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Annual population","218","Tokelau","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","1.319","X","International reliable sources","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Annual population","219","Tonga","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","101.998","X","International reliable sources",""
"OA","Annual population","219","Tonga","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","103.197","X","International reliable sources",""
"OA","Annual population","220","Trinidad and Tobago","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","1384.059","X","International reliable sources",""
"OA","Annual population","220","Trinidad and Tobago","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","1389.843","X","International reliable sources",""
"OA","Annual population","222","Tunisia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","11433.443","X","International reliable sources",""
"OA","Annual population","222","Tunisia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","11565.201","X","International reliable sources",""
"OA","Annual population","223","Turkey","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","81116.45","X","International reliable sources",""
"OA","Annual population","223","Turkey","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","82340.088","X","International reliable sources",""
"OA","Annual population","213","Turkmenistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","5757.667","X","International reliable sources",""
"OA","Annual population","213","Turkmenistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","5850.901","X","International reliable sources",""
"OA","Annual population","224","Turks and Caicos Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","37.115","X","International reliable sources",""
"OA","Annual population","224","Turks and Caicos Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","37.665","X","International reliable sources",""
"OA","Annual population","227","Tuvalu","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","11.37","X","International reliable sources",""
"OA","Annual population","227","Tuvalu","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","11.508","X","International reliable sources",""
"OA","Annual population","226","Uganda","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","41166.588","X","International reliable sources",""
"OA","Annual population","226","Uganda","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","42729.036","X","International reliable sources",""
"OA","Annual population","230","Ukraine","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","44487.709","X","International reliable sources",""
"OA","Annual population","230","Ukraine","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","44246.156","X","International reliable sources",""
"OA","Annual population","225","United Arab Emirates","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","9487.203","X","International reliable sources",""
"OA","Annual population","225","United Arab Emirates","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","9630.959","X","International reliable sources",""
"OA","Annual population","229","United Kingdom of Great Britain and Northern Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","66727.461","X","International reliable sources",""
"OA","Annual population","229","United Kingdom of Great Britain and Northern Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","67141.684","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","54660.339","X","International reliable sources",""
"OA","Annual population","215","United Republic of Tanzania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","56313.438","X","International reliable sources",""
"OA","Annual population","231","United States of America","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","325084.756","X","International reliable sources",""
"OA","Annual population","231","United States of America","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","327096.265","X","International reliable sources",""
"OA","Annual population","240","United States Virgin Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","104.751","X","International reliable sources",""
"OA","Annual population","240","United States Virgin Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","104.68","X","International reliable sources",""
"OA","Annual population","234","Uruguay","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","3436.641","X","International reliable sources",""
"OA","Annual population","234","Uruguay","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","3449.285","X","International reliable sources",""
"OA","Annual population","235","Uzbekistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","31959.785","X","International reliable sources",""
"OA","Annual population","235","Uzbekistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","32476.244","X","International reliable sources",""
"OA","Annual population","155","Vanuatu","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","285.51","X","International reliable sources",""
"OA","Annual population","155","Vanuatu","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","292.68","X","International reliable sources",""
"OA","Annual population","236","Venezuela (Bolivarian Republic of)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","29402.484","X","International reliable sources",""
"OA","Annual population","236","Venezuela (Bolivarian Republic of)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","28887.118","X","International reliable sources",""
"OA","Annual population","237","Viet Nam","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","94600.648","X","International reliable sources",""
"OA","Annual population","237","Viet Nam","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","95545.962","X","International reliable sources",""
"OA","Annual population","243","Wallis and Futuna Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","11.9","X","International reliable sources",""
"OA","Annual population","243","Wallis and Futuna Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","11.661","X","International reliable sources",""
"OA","Annual population","205","Western Sahara","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","552.615","X","International reliable sources",""
"OA","Annual population","205","Western Sahara","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","567.402","X","International reliable sources",""
"OA","Annual population","249","Yemen","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","27834.819","X","International reliable sources",""
"OA","Annual population","249","Yemen","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","28498.683","X","International reliable sources",""
"OA","Annual population","251","Zambia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","16853.599","X","International reliable sources",""
"OA","Annual population","251","Zambia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","17351.708","X","International reliable sources",""
"OA","Annual population","181","Zimbabwe","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","14236.595","X","International reliable sources",""
"OA","Annual population","181","Zimbabwe","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","14438.802","X","International reliable sources",""
